Adoption ID,Date,Quantity,Book Id,Book Title,Category
12,11/4/2015,248,571,Style: Lessons in Clarity and Grace 11E,English
13,7/8/2015,292,934,Economics Today: The Macro View,Economics
14,11/15/2015,654,946,Auditing and Assurance Services,Business
15,4/9/2015,310,931,Business Communication,Business
16,1/5/2016,275,618,Bridging the Gap,Student Success
17,2/27/2016,642,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
18,5/7/2015,575,680,Introduction to Programming with C++,Computer Science
19,7/18/2015,220,548,"The Curious Writer, Concise Edition",English
20,12/18/2015,451,554,Strategies for Successful Writing,English
21,12/4/2015,187,929,Principles of Marketing,Business
22,3/14/2015,481,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
23,7/4/2015,139,594,Elementary Algebra:  Concepts & Applications,Mathematics
24,5/2/2015,32,568,Reading Rhetorically,English
25,7/19/2015,318,478,Starting out with Visual C# 2012 (with CD-Rom),Computer Science
26,10/29/2015,457,558,"Strategies for Successful Writing, Concise Edition",English
27,2/21/2016,286,624,Precalculus,Mathematics
1,9/30/2015,178,939,Macroeconomics,Economics
2,9/17/2015,237,476,Building Java Programs,Computer Science
3,6/11/2015,493,935,Economics Today: The Micro View,Economics
4,1/10/2016,62,695,Aerodynamics for Engineers,Engineering
5,1/17/2016,671,484,A First Course in Probability,Statistics
6,12/13/2015,48,788,Manufacturing Engineering & Technology,Engineering
7,7/28/2015,47,481,Mathematics All Around,Mathematics
8,1/5/2016,397,979,Development Economics,Economics
9,3/5/2016,700,783,Fundamentals of Investing,Business
10,12/3/2015,546,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
11,7/15/2015,304,891,Marketing Plan Handbook,Business
12,7/18/2015,227,554,Strategies for Successful Writing,English
13,7/9/2015,157,618,Bridging the Gap,Student Success
14,12/28/2015,569,916,Management Information Systems,Business
15,2/21/2016,305,983,Electronic Commerce 2012,Business
16,7/16/2015,469,636,Trigonometry,Mathematics
17,6/11/2015,344,984,E-Commerce 2013,Business
18,5/28/2015,464,951,Corporate Finance,Business
19,5/14/2015,516,906,Database Systems,Computer Science
1,8/8/2015,73,485,Elementary Algebra,Mathematics
2,7/10/2015,430,701,Adaptive Filter Theory,Engineering
3,1/14/2016,450,892,Opportunities and Challenges of Workplace Diversity,Business
4,2/11/2016,684,612,Precalculus with Modeling & Visualization,Mathematics
5,11/5/2015,432,919,MIS Essentials,Business
6,11/26/2015,614,897,Introduction to Management Accounting,Business
7,8/28/2015,153,921,Digital Business Networks,Business
8,2/28/2016,464,946,Auditing and Assurance Services,Business
9,7/11/2015,590,784,Mechanics of Materials,Engineering
10,10/15/2015,649,648,The DK Guide to Literature,English
11,11/23/2015,207,916,Management Information Systems,Business
12,3/19/2015,654,570,Basic College Vocabulary Strategies,Student Success
13,3/17/2015,221,707,Managerial Economics,Economics
14,12/10/2015,61,932,Foundations of Finance,Business
15,9/2/2015,324,786,Managerial Accounting: Decision Making and Motivating Performance,Business
16,5/5/2015,39,683,Ownership Series: Ownership: Accountability,Student Success
17,7/14/2015,552,894,International Economics,Economics
18,10/15/2015,502,683,Ownership Series: Ownership: Accountability,Student Success
19,10/9/2015,664,482,Excursions in Modern Mathematics,Mathematics
20,9/22/2015,315,703,Principles of Macroeconomics,Economics
21,1/4/2016,118,892,Opportunities and Challenges of Workplace Diversity,Business
22,3/20/2015,285,958,Macroeconomics,Economics
23,1/16/2016,149,940,Microeconomics,Economics
24,12/25/2015,618,559,The Blair Reader,English
25,5/20/2015,559,564,Read to Achieve: Gateway to Academic Reading,Student Success
26,3/18/2015,587,978,Database Processing,Computer Science
27,5/12/2015,39,704,Fundamentals of Communication Systems,Engineering
28,6/18/2015,605,918,Fundamentals of Futures and Options Markets,Business
29,10/28/2015,450,917,Information Systems Today,Business
1,8/10/2015,606,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
2,11/13/2015,470,589,College Algebra with Modeling & Visualization,Mathematics
3,12/11/2015,341,677,"Macroeconomics, 2/e",Economics
4,10/1/2015,590,967,Principles of Economics,Economics
5,1/13/2016,677,899,Personal Finance,Business
6,5/9/2015,87,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
7,3/17/2015,602,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
8,8/15/2015,271,568,Reading Rhetorically,English
9,2/17/2016,485,628,Business Math Brief,Business
10,6/19/2015,122,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
11,6/26/2015,583,944,Principles of Operations Management,Business
12,1/8/2016,217,570,Basic College Vocabulary Strategies,Student Success
13,4/15/2015,661,624,Precalculus,Mathematics
14,12/19/2015,55,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
15,1/14/2016,265,917,Information Systems Today,Business
16,6/1/2015,524,979,Development Economics,Economics
17,8/28/2015,418,791,Essentials of Database Management,Computer Science
18,5/26/2015,478,627,Intermediate Algebra 10,Mathematics
19,8/18/2015,582,942,Employment Law,Business
20,4/21/2015,492,558,"Strategies for Successful Writing, Concise Edition",English
21,4/5/2015,223,613,Business Math,Business
22,3/7/2015,494,476,Building Java Programs,Computer Science
23,5/12/2015,393,570,Basic College Vocabulary Strategies,Student Success
24,3/17/2015,351,685,Ownership Series: Ownership: Critical Thinking,Student Success
25,10/14/2015,446,898,Better Business,Business
26,11/7/2015,479,626,Elementary & Intermediate Algebra,Mathematics
1,6/18/2015,167,939,Macroeconomics,Economics
2,4/19/2015,589,586,College Algebra: An Early Functions Approach,Mathematics
3,11/24/2015,164,685,Ownership Series: Ownership: Critical Thinking,Student Success
4,10/24/2015,47,948,"Integrated Advertising, Promotion, and Marketing Communications",Business
5,5/27/2015,274,607,Basic Technical Mathematics,Mathematics
6,11/25/2015,27,976,"The Economics of Women, Men and Work",Economics
7,2/13/2016,419,568,Reading Rhetorically,English
8,5/26/2015,605,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
9,8/5/2015,45,629,Precalculus: Essentials,Mathematics
10,9/5/2015,393,604,Calculus and Its Applications Expanded Version,Mathematics
11,4/26/2015,150,475,Java Software Structures,Computer Science
12,1/13/2016,337,485,Elementary Algebra,Mathematics
13,11/7/2015,214,636,Trigonometry,Mathematics
14,2/19/2016,260,938,Microeconomics: Theory and Applications with Calculus,Economics
15,5/9/2015,348,574,Technical Communication,English
16,5/18/2015,32,569,Building College Vocabulary Strategies,Student Success
17,4/1/2015,592,686,Ownership Series: Ownership: Study Strategies,Student Success
18,8/29/2015,505,687,Introduction to Materials Science,Engineering
1,5/18/2015,528,478,Starting out with Visual C# 2012 (with CD-Rom),Computer Science
2,10/22/2015,149,918,Fundamentals of Futures and Options Markets,Business
3,12/13/2015,510,683,Ownership Series: Ownership: Accountability,Student Success
4,12/6/2015,215,638,C++ How to Program (Early Objects Version),Computer Science
5,1/19/2016,452,921,Digital Business Networks,Business
6,11/29/2015,297,567,"Writing and Reading Across the Curriculum, Brief Edition",English
7,7/2/2015,611,557,LB Brief with Tabs,Student Success
8,12/30/2015,582,964,The Practice of Public Relations,Business
9,6/21/2015,532,626,Elementary & Intermediate Algebra,Mathematics
10,11/29/2015,177,942,Employment Law,Business
11,2/14/2016,139,574,Technical Communication,English
12,9/22/2015,587,637,Elementary Statistics Using Excel,Statistics
13,7/15/2015,472,923,Guide to Presentations,Business
14,11/28/2015,135,694,Visual C# 2012 How to Program,Computer Science
15,4/21/2015,629,783,Fundamentals of Investing,Business
16,3/17/2015,375,484,A First Course in Probability,Statistics
17,10/1/2015,572,682,Essentials of Entrepreneurship and Small Business Management,Business
18,11/3/2015,182,566,Academic Reading,Student Success
19,1/17/2016,587,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
20,2/3/2016,473,933,Economics Today,Economics
21,1/16/2016,466,707,Managerial Economics,Economics
22,9/29/2015,515,943,Modern Systems Analysis and Design,Business
23,12/19/2015,595,600,Statistical Reasoning for Everyday Life,Statistics
24,11/7/2015,656,567,"Writing and Reading Across the Curriculum, Brief Edition",English
25,9/29/2015,318,676,International Monetary & Financial  Economics,Economics
26,10/24/2015,181,960,Customer Service: Career Success through Customer Loyalty,Business
27,10/10/2015,620,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
28,8/9/2015,392,570,Basic College Vocabulary Strategies,Student Success
29,5/11/2015,359,964,The Practice of Public Relations,Business
30,5/12/2015,528,949,Macroeconomics,Economics
31,3/19/2015,359,595,Intermediate Algebra: Concepts & Applications,Mathematics
32,4/4/2015,85,646,"Power Electronics: Circuits,Devices & Applications",Engineering
33,2/9/2016,327,916,Management Information Systems,Business
1,11/29/2015,237,567,"Writing and Reading Across the Curriculum, Brief Edition",English
2,7/12/2015,663,480,Fundamentals of Statistics,Statistics
3,9/3/2015,231,477,Starting Out With Visual Basic,Computer Science
4,6/1/2015,440,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
5,2/11/2016,81,586,College Algebra: An Early Functions Approach,Mathematics
6,11/14/2015,398,572,Mosaics: Reading and Writing Paragraphs,Student Success
7,4/23/2015,506,927,International Management: Text and Cases,Business
8,6/12/2015,683,595,Intermediate Algebra: Concepts & Applications,Mathematics
9,10/13/2015,311,782,Public Relations Practices,Business
10,1/3/2016,271,626,Elementary & Intermediate Algebra,Mathematics
11,1/6/2016,556,548,"The Curious Writer, Concise Edition",English
12,5/25/2015,92,546,The Curious Writer,English
13,9/11/2015,564,927,International Management: Text and Cases,Business
14,4/10/2015,101,914,Using MIS,Business
15,7/29/2015,654,950,"Money, Banking, and the Financial System",Economics
16,12/26/2015,688,931,Business Communication,Business
17,6/2/2015,218,591,Basic College Mathematics,Mathematics
18,4/4/2015,139,586,College Algebra: An Early Functions Approach,Mathematics
19,8/14/2015,228,938,Microeconomics: Theory and Applications with Calculus,Economics
20,10/2/2015,564,489,Statistics for Business and Economics,Statistics
21,1/21/2016,691,707,Managerial Economics,Economics
22,6/6/2015,480,488,Statistics for Business: Decision Making and Analysis,Statistics
23,6/24/2015,164,787,Visual Basic 2012 How to Program,Computer Science
24,4/23/2015,165,936,Systems Analysis and Design,Business
25,1/15/2016,310,786,Managerial Accounting: Decision Making and Motivating Performance,Business
26,6/1/2015,151,911,Economics,Economics
27,4/25/2015,448,585,College Algebra Essentials,Mathematics
28,2/28/2016,65,630,World Myth,English
29,11/16/2015,511,626,Elementary & Intermediate Algebra,Mathematics
1,12/3/2015,415,482,Excursions in Modern Mathematics,Mathematics
2,11/21/2015,510,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
3,2/22/2016,568,551,Literature and the Writing Process,English
4,9/2/2015,217,788,Manufacturing Engineering & Technology,Engineering
5,12/16/2015,232,914,Using MIS,Business
6,4/17/2015,101,588,College Algebra,Mathematics
7,5/21/2015,486,960,Customer Service: Career Success through Customer Loyalty,Business
8,11/25/2015,581,784,Mechanics of Materials,Engineering
9,11/9/2015,351,608,Basic Technical Mathematics with Calculus,Mathematics
10,6/19/2015,53,980,Hands-On Database,Computer Science
11,6/4/2015,201,552,The Prentice Hall Guide for College Writers,English
12,9/7/2015,525,899,Personal Finance,Business
13,4/13/2015,506,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business
14,2/14/2016,386,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business
15,4/30/2015,526,959,Introduction to Financial Accounting,Business
16,2/7/2016,140,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
17,5/16/2015,202,913,Economics,Economics
18,1/18/2016,162,588,College Algebra,Mathematics
19,4/10/2015,178,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
20,6/26/2015,397,969,Economics for Managers,Economics
21,4/9/2015,45,604,Calculus and Its Applications Expanded Version,Mathematics
22,9/4/2015,452,633,Brief Calculus & Its Applications,Mathematics
23,12/2/2015,319,695,Aerodynamics for Engineers,Engineering
24,11/12/2015,423,615,Algebra and Trigonometry with Modeling & Visualization,Mathematics
25,12/24/2015,370,930,Macroeconomics,Economics
26,1/13/2016,297,482,Excursions in Modern Mathematics,Mathematics
27,10/20/2015,410,557,LB Brief with Tabs,Student Success
28,1/5/2016,238,933,Economics Today,Economics
29,5/30/2015,27,975,The Economics of Public Issues,Economics
30,7/21/2015,160,949,Macroeconomics,Economics
31,1/29/2016,45,920,Business Communication Essentials,Business
32,9/28/2015,158,583,John E. Freund's Mathematical Statistics with Applications,Statistics
33,4/8/2015,109,676,International Monetary & Financial  Economics,Economics
34,6/21/2015,246,598,Introductory & Intermediate Algebra 3e,Mathematics
35,11/17/2015,273,790,Data Structures and Algorithm Analysis in C++,Computer Science
1,10/17/2015,461,583,John E. Freund's Mathematical Statistics with Applications,Statistics
2,3/17/2015,282,598,Introductory & Intermediate Algebra 3e,Mathematics
3,7/15/2015,489,933,Economics Today,Economics
4,9/28/2015,431,939,Macroeconomics,Economics
5,2/14/2016,288,481,Mathematics All Around,Mathematics
6,6/14/2015,482,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
7,10/13/2015,418,953,Accounting Information Systems: The Crossroads of Accounting and IT 2e,Business
8,4/3/2015,556,925,Guide to Managerial Communication,Business
9,12/24/2015,166,488,Statistics for Business: Decision Making and Analysis,Statistics
10,3/27/2015,375,593,Prealgebra  5e,Mathematics
11,3/28/2015,403,984,E-Commerce 2013,Business
12,12/6/2015,596,694,Visual C# 2012 How to Program,Computer Science
13,6/8/2015,295,984,E-Commerce 2013,Business
14,7/22/2015,661,649,Math Lit,Mathematics
15,4/10/2015,593,685,Ownership Series: Ownership: Critical Thinking,Student Success
16,3/25/2015,164,686,Ownership Series: Ownership: Study Strategies,Student Success
17,2/4/2016,406,787,Visual Basic 2012 How to Program,Computer Science
18,6/24/2015,461,701,Adaptive Filter Theory,Engineering
19,11/1/2015,658,967,Principles of Economics,Economics
1,2/17/2016,427,925,Guide to Managerial Communication,Business
2,5/30/2015,191,484,A First Course in Probability,Statistics
3,9/14/2015,441,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",Mathematics
4,6/29/2015,666,788,Manufacturing Engineering & Technology,Engineering
5,7/31/2015,272,965,QuickBooks Pro 2013: A Complete Course,Business
1,4/23/2015,546,684,Ownership Series: Ownership: Effective Planning,Student Success
2,12/31/2015,392,480,Fundamentals of Statistics,Statistics
3,8/20/2015,262,571,Style: Lessons in Clarity and Grace 11E,English
4,4/3/2015,370,589,College Algebra with Modeling & Visualization,Mathematics
5,7/19/2015,228,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
6,7/13/2015,155,475,Java Software Structures,Computer Science
7,1/11/2016,563,638,C++ How to Program (Early Objects Version),Computer Science
8,9/28/2015,304,553,"The Prentice Hall Guide for College Writers, Brief Edition",English
9,6/14/2015,391,603,Intro Stats,Statistics
10,3/24/2015,440,649,Math Lit,Mathematics
11,10/31/2015,643,591,Basic College Mathematics,Mathematics
12,6/15/2015,316,687,Introduction to Materials Science,Engineering
13,12/12/2015,444,603,Intro Stats,Statistics
14,3/25/2015,524,967,Principles of Economics,Economics
15,6/15/2015,524,947,Operations Management,Business
16,12/22/2015,232,643,Engineering Vibration,Engineering
17,8/12/2015,544,892,Opportunities and Challenges of Workplace Diversity,Business
18,3/23/2015,316,568,Reading Rhetorically,English
19,8/20/2015,126,600,Statistical Reasoning for Everyday Life,Statistics
20,6/11/2015,178,608,Basic Technical Mathematics with Calculus,Mathematics
21,11/5/2015,368,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
22,6/6/2015,542,697,"English for Careers: Business, Professional, and Technical",Business
23,11/17/2015,585,595,Intermediate Algebra: Concepts & Applications,Mathematics
24,12/18/2015,593,555,"Global Issues, Local Arguments",English
25,4/14/2015,260,572,Mosaics: Reading and Writing Paragraphs,Student Success
26,5/13/2015,638,968,Principles of Microeconomics,Economics
27,4/8/2015,648,473,Introduction to JavaScript Programming with XML and PHP,Computer Science
28,4/16/2015,163,935,Economics Today: The Micro View,Economics
1,8/26/2015,305,492,Internetworking with TCP/IP Volume One,Computer Science
2,11/19/2015,95,937,Microeconomics,Economics
3,3/20/2015,200,552,The Prentice Hall Guide for College Writers,English
4,8/27/2015,607,474,Starting Out with C++: Early Objects,Computer Science
5,11/12/2015,475,649,Math Lit,Mathematics
6,1/21/2016,582,932,Foundations of Finance,Business
7,8/23/2015,693,909,Management: A Focus on Leaders,Business
8,6/14/2015,601,793,Reliability Engineering,Engineering
9,12/21/2015,356,616,Introductory and Intermediate Algebra 5e,Mathematics
10,2/19/2016,338,706,Introduction to Engineering Analysis,Engineering
11,8/2/2015,414,951,Corporate Finance,Business
12,4/27/2015,663,914,Using MIS,Business
13,8/22/2015,617,973,The Economic Way of Thinking,Economics
14,4/18/2015,475,951,Corporate Finance,Business
15,11/12/2015,419,676,International Monetary & Financial  Economics,Economics
16,12/10/2015,197,583,John E. Freund's Mathematical Statistics with Applications,Statistics
17,11/29/2015,147,480,Fundamentals of Statistics,Statistics
18,5/22/2015,131,486,Intermediate Algebra,Mathematics
19,8/27/2015,673,787,Visual Basic 2012 How to Program,Computer Science
20,9/2/2015,94,952,"Corporate Finance, The Core",Business
21,11/30/2015,623,943,Modern Systems Analysis and Design,Business
22,9/3/2015,346,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
23,5/24/2015,32,596,Precalculus: A Unit Circle Approach,Mathematics
24,1/22/2016,551,598,Introductory & Intermediate Algebra 3e,Mathematics
25,6/16/2015,529,614,Writing for Life: Sentences and Paragraphs,Student Success
26,12/26/2015,278,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,Business
27,8/5/2015,490,482,Excursions in Modern Mathematics,Mathematics
28,12/31/2015,393,574,Technical Communication,English
29,1/14/2016,129,683,Ownership Series: Ownership: Accountability,Student Success
30,8/25/2015,560,680,Introduction to Programming with C++,Computer Science
31,4/25/2015,546,926,Environmental Law,Business
32,11/21/2015,237,693,"Network Security Essentials: Applications and Standards, 5/e",Computer Science
1,4/9/2015,696,568,Reading Rhetorically,English
2,3/20/2015,634,905,Horngren's Accounting,Business
3,5/20/2015,560,477,Starting Out With Visual Basic,Computer Science
4,8/27/2015,253,782,Public Relations Practices,Business
5,5/30/2015,573,547,"The Curious Writer, Brief Edition",English
6,12/24/2015,120,624,Precalculus,Mathematics
7,1/25/2016,103,790,Data Structures and Algorithm Analysis in C++,Computer Science
8,7/21/2015,464,909,Management: A Focus on Leaders,Business
9,9/9/2015,617,705,Statics and Mechanics of Materials,Engineering
10,10/15/2015,368,611,"Cornerstones for Community College Success, 2/E",Student Success
11,3/11/2015,619,569,Building College Vocabulary Strategies,Student Success
12,3/15/2015,524,917,Information Systems Today,Business
13,5/17/2015,269,707,Managerial Economics,Economics
14,5/8/2015,36,955,Horngren's Financial & Managerial Accounting,Business
15,7/11/2015,202,937,Microeconomics,Economics
16,3/3/2016,296,935,Economics Today: The Micro View,Economics
17,7/24/2015,32,790,Data Structures and Algorithm Analysis in C++,Computer Science
18,10/4/2015,311,551,Literature and the Writing Process,English
19,11/5/2015,536,892,Opportunities and Challenges of Workplace Diversity,Business
20,2/17/2016,382,967,Principles of Economics,Economics
21,10/1/2015,568,983,Electronic Commerce 2012,Business
22,11/30/2015,451,893,Manager's Bookshelf,Business
23,5/4/2015,294,484,A First Course in Probability,Statistics
24,1/9/2016,184,479,Elementary Statistics,Statistics
25,1/31/2016,154,946,Auditing and Assurance Services,Business
26,1/14/2016,91,931,Business Communication,Business
27,1/14/2016,680,937,Microeconomics,Economics
28,4/9/2015,159,627,Intermediate Algebra 10,Mathematics
29,5/11/2015,278,591,Basic College Mathematics,Mathematics
30,9/5/2015,424,914,Using MIS,Business
31,2/9/2016,233,698,Global Marketing Management,Business
32,3/19/2015,283,981,Business Intelligence,Business
1,3/31/2015,511,492,Internetworking with TCP/IP Volume One,Computer Science
2,3/17/2015,196,546,The Curious Writer,English
3,3/9/2015,376,939,Macroeconomics,Economics
4,11/1/2015,598,958,Macroeconomics,Economics
5,5/1/2015,394,895,Intercultural Business Communication,Business
6,4/16/2015,165,950,"Money, Banking, and the Financial System",Economics
7,7/11/2015,87,897,Introduction to Management Accounting,Business
8,2/24/2016,510,972,Making the Team,Business
9,3/23/2015,422,687,Introduction to Materials Science,Engineering
10,11/19/2015,132,897,Introduction to Management Accounting,Business
11,1/24/2016,635,678,Marketing Research,Business
12,7/14/2015,160,632,Elementary and Intermediate Algebra: Concepts & Applications,Mathematics
13,12/8/2015,161,940,Microeconomics,Economics
14,12/13/2015,143,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",Student Success
15,4/17/2015,539,930,Macroeconomics,Economics
16,9/9/2015,252,564,Read to Achieve: Gateway to Academic Reading,Student Success
17,12/2/2015,218,924,The Economics of Sports,Economics
18,12/10/2015,461,964,The Practice of Public Relations,Business
19,1/3/2016,442,784,Mechanics of Materials,Engineering
20,9/1/2015,460,683,Ownership Series: Ownership: Accountability,Student Success
1,12/15/2015,196,698,Global Marketing Management,Business
2,6/27/2015,36,968,Principles of Microeconomics,Economics
3,9/17/2015,213,911,Economics,Economics
4,5/31/2015,85,974,The Economics of Macro Issues,Economics
5,2/14/2016,536,942,Employment Law,Business
6,5/2/2015,443,474,Starting Out with C++: Early Objects,Computer Science
7,3/31/2015,307,787,Visual Basic 2012 How to Program,Computer Science
8,10/31/2015,318,546,The Curious Writer,English
9,1/16/2016,138,564,Read to Achieve: Gateway to Academic Reading,Student Success
10,1/30/2016,489,681,Electrical Engineering: Principles & Applications,Engineering
11,4/28/2015,113,981,Business Intelligence,Business
12,11/1/2015,414,899,Personal Finance,Business
13,8/19/2015,669,556,Mosaics: Reading and Writing Essays 6e,Student Success
14,12/21/2015,253,676,International Monetary & Financial  Economics,Economics
15,9/29/2015,383,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",Mathematics
16,8/11/2015,94,905,Horngren's Accounting,Business
17,5/29/2015,126,622,"Prealgebra and Introductory Algebra, 4e",Mathematics
18,1/4/2016,679,627,Intermediate Algebra 10,Mathematics
19,11/8/2015,493,649,Math Lit,Mathematics
20,5/3/2015,559,594,Elementary Algebra:  Concepts & Applications,Mathematics
21,8/22/2015,492,976,"The Economics of Women, Men and Work",Economics
22,5/30/2015,615,567,"Writing and Reading Across the Curriculum, Brief Edition",English
1,1/1/2016,332,975,The Economics of Public Issues,Economics
2,5/21/2015,138,567,"Writing and Reading Across the Curriculum, Brief Edition",English
3,3/29/2015,695,935,Economics Today: The Micro View,Economics
4,12/20/2015,654,677,"Macroeconomics, 2/e",Economics
5,6/25/2015,341,636,Trigonometry,Mathematics
6,11/27/2015,347,782,Public Relations Practices,Business
7,6/13/2015,227,964,The Practice of Public Relations,Business
8,12/27/2015,108,590,Mathematics for Business,Business
9,6/3/2015,212,567,"Writing and Reading Across the Curriculum, Brief Edition",English
10,4/10/2015,239,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",Business
11,9/16/2015,539,550,Literature for Composition,English
12,3/5/2016,327,682,Essentials of Entrepreneurship and Small Business Management,Business
13,11/23/2015,348,947,Operations Management,Business
14,10/16/2015,501,555,"Global Issues, Local Arguments",English
15,1/14/2016,617,793,Reliability Engineering,Engineering
16,7/14/2015,310,686,Ownership Series: Ownership: Study Strategies,Student Success
17,8/3/2015,461,561,The DK Handbook,Student Success
18,5/28/2015,397,593,Prealgebra  5e,Mathematics
19,8/26/2015,535,599,Analysis with an Introduction to Proof,Mathematics
20,9/30/2015,412,895,Intercultural Business Communication,Business
21,8/12/2015,315,964,The Practice of Public Relations,Business
22,1/31/2016,66,904,International Business,Business
23,11/1/2015,669,685,Ownership Series: Ownership: Critical Thinking,Student Success
24,8/18/2015,652,643,Engineering Vibration,Engineering
25,9/18/2015,106,478,Starting out with Visual C# 2012 (with CD-Rom),Computer Science
1,2/10/2016,620,973,The Economic Way of Thinking,Economics
2,2/8/2016,384,558,"Strategies for Successful Writing, Concise Edition",English
3,10/31/2015,50,479,Elementary Statistics,Statistics
4,3/24/2015,584,487,Business Statistics: A First Course,Statistics
5,7/24/2015,682,949,Macroeconomics,Economics
6,6/10/2015,111,792,Managing Engineering and Technology,Engineering
7,1/19/2016,248,920,Business Communication Essentials,Business
8,8/6/2015,530,786,Managerial Accounting: Decision Making and Motivating Performance,Business
9,6/26/2015,652,631,World of Short Stories: 20 Short Stories from Around the World,Student Success
10,5/15/2015,238,569,Building College Vocabulary Strategies,Student Success
11,5/29/2015,223,642,Developmental Mathematics,Mathematics
12,5/17/2015,298,937,Microeconomics,Economics
13,12/25/2015,383,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
14,5/3/2015,588,782,Public Relations Practices,Business
15,1/2/2016,481,486,Intermediate Algebra,Mathematics
16,12/29/2015,647,786,Managerial Accounting: Decision Making and Motivating Performance,Business
17,9/6/2015,517,648,The DK Guide to Literature,English
18,9/28/2015,634,958,Macroeconomics,Economics
19,5/17/2015,629,633,Brief Calculus & Its Applications,Mathematics
20,5/21/2015,135,559,The Blair Reader,English
21,12/24/2015,229,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,Mathematics
22,5/28/2015,632,983,Electronic Commerce 2012,Business
23,3/28/2015,253,909,Management: A Focus on Leaders,Business
24,3/19/2015,250,917,Information Systems Today,Business
25,4/14/2015,211,585,College Algebra Essentials,Mathematics
26,10/10/2015,475,979,Development Economics,Economics
1,12/12/2015,401,951,Corporate Finance,Business
2,5/4/2015,562,479,Elementary Statistics,Statistics
3,3/26/2015,542,594,Elementary Algebra:  Concepts & Applications,Mathematics
4,2/13/2016,518,916,Management Information Systems,Business
5,9/2/2015,555,477,Starting Out With Visual Basic,Computer Science
6,4/9/2015,367,916,Management Information Systems,Business
7,2/22/2016,84,983,Electronic Commerce 2012,Business
1,11/17/2015,665,916,Management Information Systems,Business
2,3/3/2016,358,926,Environmental Law,Business
3,4/19/2015,98,593,Prealgebra  5e,Mathematics
4,1/23/2016,169,558,"Strategies for Successful Writing, Concise Edition",English
5,5/20/2015,237,556,Mosaics: Reading and Writing Essays 6e,Student Success
6,5/19/2015,527,920,Business Communication Essentials,Business
7,1/12/2016,516,891,Marketing Plan Handbook,Business
8,5/5/2015,501,981,Business Intelligence,Business
1,1/21/2016,255,969,Economics for Managers,Economics
2,6/10/2015,101,911,Economics,Economics
3,12/20/2015,456,983,Electronic Commerce 2012,Business
4,11/23/2015,385,618,Bridging the Gap,Student Success
5,7/27/2015,322,572,Mosaics: Reading and Writing Paragraphs,Student Success
6,3/18/2015,406,476,Building Java Programs,Computer Science
7,8/18/2015,111,676,International Monetary & Financial  Economics,Economics
8,9/18/2015,466,905,Horngren's Accounting,Business
1,3/25/2015,590,583,John E. Freund's Mathematical Statistics with Applications,Statistics
2,3/25/2015,44,612,Precalculus with Modeling & Visualization,Mathematics
3,12/20/2015,539,784,Mechanics of Materials,Engineering
4,4/30/2015,134,609,"Writing for Life: Paragraphs and Essays, 3E",Student Success
5,9/10/2015,175,583,John E. Freund's Mathematical Statistics with Applications,Statistics
6,2/14/2016,236,683,Ownership Series: Ownership: Accountability,Student Success
7,1/10/2016,545,978,Database Processing,Computer Science
8,11/27/2015,441,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",Business
9,12/30/2015,692,569,Building College Vocabulary Strategies,Student Success
10,11/30/2015,187,981,Business Intelligence,Business
11,4/1/2015,636,475,Java Software Structures,Computer Science
12,7/17/2015,95,676,International Monetary & Financial  Economics,Economics
13,10/3/2015,512,899,Personal Finance,Business
14,9/10/2015,431,912,Fundamentals of Human Resource Management,Business
15,1/23/2016,613,791,Essentials of Database Management,Computer Science
16,12/26/2015,275,695,Aerodynamics for Engineers,Engineering
17,4/17/2015,73,938,Microeconomics: Theory and Applications with Calculus,Economics
